Contract title,Suppliers name,Buyer name,Buyer parent, Total amount ,Procurement method,Start date,End date, Contract amount ,Contract currency,Source,QQW Link
Contrato de Prestación del Servicio para la Elaboración del Diagnóstico Energético Integral del Inmueble propiedad del Instituto,GRUPO SERAS,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $48,480.00 ",direct,2011-06-03T00:00:00.000Z,2011-06-30T00:00:00.000Z," $48,480.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=154971,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N31-2011
Prestación del servicio para la elaboración del diagnóstico energético integral del inmuebles propiedad del Instituto ubicado en Alfonso Esparza Oteo núm 119 Col. Guadalupe Inn Deleg. Álvaro Obregón Código Postal 01020,Grupo Seras S.A. de C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $48,480.00 ",direct,2011-06-03T00:00:00.000Z,2011-06-30T00:00:00.000Z," $48,480.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/052/11,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F052%2F11
Los servicios para desempeñarse como tutora en linea del Curso Básico en Género que ofrecerá la Dirección de Capacitación y Profesionalización durante el ejercicio fiscal 2011,Guadalupe Juli n Ch vez,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $72,413.76 ",direct,2011-04-04T00:00:00.000Z,2011-11-30T00:00:00.000Z," $72,413.76 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/019/11,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F019%2F11
Servicios profesionales para orientar el proceso de aprendizaje de la/os participantes del curso de sensibilización en género a través de la tutoría en línea,GUADALUPE JULIAN CHÁVEZ,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $72,413.81 ",direct,2010-05-18T00:00:00.000Z,2010-12-15T00:00:00.000Z," $72,413.81 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/044/10,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F044%2F10
SERVICIOS PROFESIONALES PARA ELABORAR LA SISTEMATIZACIÓN DE CUESTIONARIO APLICADO A 19 INSTANCIAS DE LAS MUJERES EN LAS ENTIDADES FEDERATIVAS Y LA RELATORIA DEL CURSO-TALLER DE CAPACITACIÓN METODOLOGIAS DEL MARCO LÓGICO DIRIGIDO AL PERSONAL DE LAS INSTANCIAS DE LAS MUJERES EN LAS INSTANCIAS DE LAS MUJERES EN LAS ENTIDADES FEDERATIVAS.,GUADALUPE JULIÁN CHÁVEZ,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $53,000.00 ",direct,2008-03-28T00:00:00.000Z,2008-04-15T00:00:00.000Z," $53,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/060/08,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F060%2F08
Servicios para desempeñarse como tutora en línea del Curso Básico en Género que ofrecerá la Dirección de Capacitación y Profesionalización durante el ejercicio fiscal 2012.,Guadalupe Julián Chávez,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $51,724.12 ",direct,2012-03-07T00:00:00.000Z,2012-09-30T00:00:00.000Z," $51,724.12 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/045/12,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F045%2F12
Servicio de Asesoría y acompañamiento para el programa promoción de los derechos de las mujeres en las migraciones Partida 1,Guadalupe Leticia Rangel Cervantes,DIRECCIÓN GENERAL DE TRANSVERSALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $90,060.55 ",limited,2014-10-15T00:00:00.000Z,2014-12-31T00:00:00.000Z," $90,060.55 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/084/14,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F084%2F14
Servicio de Inserción de banner para la difusión del informe de Gobierno a través de medios de comunicación digitales.,GUILLERMINA GUADALUPE TOMÁS RUÍZ,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $75,000.00 ",direct,2013-08-27T00:00:00.000Z,2013-09-13T00:00:00.000Z," $75,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/049/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F049%2F13
SIMP/015/15,HAY GROUP,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $72,000.00 ",direct,2015-09-08T00:00:00.000Z,2015-09-15T00:00:00.000Z," $72,000.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=648931,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-AA-006HHG001-N149-2015
Servicio para impartir el curso Valuación de Puesto para el Sector Público .,Hay Group S.A. de C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $72,000.00 ",direct,2015-09-08T00:00:00.000Z,2015-09-15T00:00:00.000Z," $72,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/015/15,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F015%2F15
SERVICIOS PROFESIONALES PARA ORIENTAR EL PROCESO DE APRENDIZAJE DE LAS/OS PARTICIPANTES DEL CURSO DE SENSIBILIZACIÓN EN GÉNERO ANTRAVÉDS DE LA TUTORÍA EN LÍNEA,HILDA EUGENIA RODRIGUEZ LOREDO,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $72,413.81 ",direct,2010-05-18T00:00:00.000Z,2010-12-15T00:00:00.000Z," $72,413.81 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/043/10,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F043%2F10
Servicios para desempeñarse como tutora en línea del Curso Básico en Género que ofrecerá la Dirección de Capacitación y Profesionalización durante el ejercicio fiscal 2011.,Hilda Eugenia Rodríguez Loredo,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $72,413.76 ",direct,2011-04-05T00:00:00.000Z,2011-11-30T00:00:00.000Z," $72,413.76 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/018/11,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F018%2F11
Proporcionar la póliza de mantenimiento al Sistema de Pruebas Gerenciales,HIUMAN SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $43,920.00 ",direct,2012-02-29T00:00:00.000Z,2012-04-30T00:00:00.000Z," $43,920.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=183968,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N29-2012
"Servicios profesionales para desempeñarse como tutora en linea del Curso de Poresupuestos Públicos con Perspectiva de Género: 'El Género en la Programación y Presupuestación Pública', cuyo objetivo es orientar y evaluar el proceso de aprendizaje",HORTENSIA VASQUEZ MONTES,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $86,206.85 ",direct,2012-07-25T00:00:00.000Z,2012-10-30T00:00:00.000Z," $17,241.37 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=185879,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N105-2012
Servicios profesionales para desempeñarse como tutora en línea del Curso de Presupuestos Públicos con Perspectiva de Género: El Género en la Programación y Presupuestación Pública cuyo objetivo es orientar y evaluar el proceso de aprendizaje de las y los participantes de dicho curso.,Hortensia Vásquez Montes,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $17,241.37 ",direct,2012-07-25T00:00:00.000Z,2012-10-30T00:00:00.000Z," $17,241.37 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/079/12,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F079%2F12
Adquisición de Materiales y útiles consumibles para el procesamiento en equipos y bienes informáticos,HS SOLUCIONES Y SISTEMAS INTEGRALES S.A. DE C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $87,327.59 ",open,2014-04-21T00:00:00.000Z,2014-12-31T00:00:00.000Z," $87,327.59 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/026/14,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F026%2F14
Suministrar al INSTITUTO los bienes consistentes en materiales y útiles para el procesamiento en equipos y bienes informáticos.,HS Soluciones y Sistemas Integrales S.A. de C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $86,206.90 ",direct,2013-01-02T00:00:00.000Z,2013-12-31T00:00:00.000Z," $86,206.90 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/089/12,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F089%2F12
ADQUISICIÓN DE MATERIAL ELÉCTRICO Y ELECTRÓNICO.,HS SOLUCIONES Y SISTEMAS INTEGRALES S.A. DE C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $53,448.28 ",open,2014-04-21T00:00:00.000Z,2014-12-31T00:00:00.000Z," $53,448.28 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/027/14,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F027%2F14
Materiales y útiles para el procesamiento en equipos y bienes informáticos,HS SOLUCIONES Y SISTEMAS INTEGRALES S.A. DE C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $52,173.91 ",open,2009-01-23T00:00:00.000Z,2009-12-31T00:00:00.000Z," $52,173.91 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/012/09,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F012%2F09
ADQUISICION DE TONERS,HS SOLUCIONES Y SISTEMAS INTEGRALES S.A. DE C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $12,158.00 ",direct,2007-02-14T00:00:00.000Z,2007-02-20T00:00:00.000Z," $12,158.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/003/07,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F003%2F07
INMUJERES/089/12,HS SOLUCIONES Y SISTEMAS INTEGRALES SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $86,206.90 ",direct,2012-12-06T00:00:00.000Z,2013-12-31T00:00:00.000Z," $86,206.90 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=206353,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N113-2012
Servicios Profesionales para orientar el proceso de aprendizaje de las/os participantes de sensibilización en género a través de la tutoría en línea,HUGO CESAR MORALES ORTIZ,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $72,413.81 ",direct,2012-09-02T00:00:00.000Z,2012-09-15T00:00:00.000Z," $72,413.81 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/038/10,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F038%2F10
Servicios para desempeñarse como tutor en línea del Curso Básico en Género que ofrecerá la Dirección de Capacitación y Profesionalización durante el ejercicio fiscal 2011,Hugo César Morales Ortíz,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $72,413.76 ",direct,2011-04-05T00:00:00.000Z,2011-11-30T00:00:00.000Z," $72,413.76 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/022/11,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F022%2F11
Servicios para desempeñarse como tutor en línea del Curso Básico en Género que ofrecerá la Dirección de Capacitación y Profesionalización durante el ejercicio fiscal 2012.,Hugo César Morales Ortíz,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $51,724.12 ",direct,2012-03-06T00:00:00.000Z,2012-09-30T00:00:00.000Z," $51,724.12 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/043/12,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F043%2F12
Suministro de los bienes consistentes en marcos para las Fotografías Presidenciales que serán colocadas en las diferentes áreas del Instituto Nacional de las Mujeres.,IC Goroz S.A. de C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $50,825.00 ",direct,2013-08-09T00:00:00.000Z,2013-08-24T00:00:00.000Z," $50,825.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/006/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F006%2F13
suministrar los bienes consistentes en reconocimientos al personal de 10 años en el INSTITUTO,Ic Goroz S.A. de C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $20,160.00 ",direct,2011-10-26T00:00:00.000Z,2011-11-23T00:00:00.000Z," $20,160.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/020/11,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F020%2F11
SUMINISTRO DE TARJETA DE EXTENSIONES DIGITALES (DGTL LC) #PARTE NT8D02GA,IC GOROZ S.A. DE C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $18,923.48 ",direct,2008-09-22T00:00:00.000Z,2008-11-07T00:00:00.000Z," $18,923.48 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/027/08,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F027%2F08
Adquisición de bienes consistentes en Mouse Pad incluye impresión en un solo arte. Medida 21.5 X 20.5 cms superficie flexible en selección de colos burbúja de gel transparente.,IC Goroz S.A. de C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $16,989.00 ",direct,2012-04-02T00:00:00.000Z,2012-05-12T00:00:00.000Z," $16,989.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/002/12,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F002%2F12
Adquisición de los bienes consistentes en 41 maletas Caddy de material de loneta medidas 35 x 48 x 27 cm color negro incluyen identificador de maletas compartimento principal y espacio para zapatos,IC Goroz S.A. de C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $12,559.94 ",direct,2012-06-12T00:00:00.000Z,2012-06-29T00:00:00.000Z," $12,559.94 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/011/12,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F011%2F12
SIMP/006/13,"IC GOROZ, S.A. DE C.V.",Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $50,825.00 ",direct,2013-08-09T00:00:00.000Z,2013-08-24T00:00:00.000Z," $50,825.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=337115,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N222-2013
Adquisición de bienes consistente en reconocimientos al personal de 10 años en el INSTITUTO,"IC GOROZ, S.A. DE C.V.",Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $20,160.00 ",direct,2011-10-26T00:00:00.000Z,2011-11-23T00:00:00.000Z," $20,160.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=182933,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N96-2011
Servicio de Inserción de banner para la difusión del informe de Gobierno a través de medios de comunicación digitales.,IMAGEN CORPORATIVA PACSATE S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $75,000.00 ",direct,2013-08-27T00:00:00.000Z,2013-09-13T00:00:00.000Z," $75,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/050/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F050%2F13
Servicios consistentes en realizar la optimización para facilitar la carga de la información recolectada por sistema a través de los procesos de carga del Sistema de Seguimiento y Evaluación para los Fondos del Instituto Nacional de las Mujeres (SSEFI),Impulsora de Negocios en Internet S.A. de C.V.,DIRECCION GRAL DE EVALUACION Y DESARROLLO ESTADISTICO,INSTITUTO NACIONAL DE LAS MUJERES," $53,100.00 ",direct,2012-06-27T00:00:00.000Z,2012-08-13T00:00:00.000Z," $53,100.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/070/12,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F070%2F12
Servicio consistente en la migración de información al sistema de seguimiento y evaluación para los fondos del Instituto(SSEFI) y modificaciones al portal BDSocial.,Impulsora de Negocios en Internet S.A. de C.V.,DIRECCION GRAL DE EVALUACION Y DESARROLLO ESTADISTICO,INSTITUTO NACIONAL DE LAS MUJERES," $24,236.21 ",direct,2011-09-06T00:00:00.000Z,2011-10-31T00:00:00.000Z," $24,236.21 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/014/2011,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F014%2F2011
FASE II DEL PORTAL DE ENCUESTAS DE INFORMACION SOCIAL,IMPULSORA DE NEGOCIOS EN INTERNET SA DE CV,DIRECCION GRAL DE EVALUACION Y DESARROLLO ESTADISTICO,INSTITUTO NACIONAL DE LAS MUJERES," $53,785.18 ",direct,2009-06-23T00:00:00.000Z,2009-12-15T00:00:00.000Z," $53,785.18 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/141/09,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F141%2F09
Servicios consistentes en realizar la optimización para facilitar la carga de la información recolectada por sistema a través de los procesos de carga del Sistema de Seguimiento y Evaluación para los Fondos,IMPULSORA DE NEGOCIOS EN INTERNET SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $53,100.00 ",direct,2012-06-27T00:00:00.000Z,2012-08-13T00:00:00.000Z," $53,100.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=185213,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N100-2012
Servicio consistente en la Migración de información al Sistema de Seguimiento y Evaluación para los Fondos del Instituto (SSEFI) y modificaciones al portal BDSocial,IMPULSORA DE NEGOCIOS EN INTERNET SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $24,236.21 ",direct,2011-09-06T00:00:00.000Z,2011-10-31T00:00:00.000Z," $24,236.21 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=182920,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N68-2011
FASE II DEL PORTAL DE ENCUESTAS DE INFORMACIÓN SOCIAL,"IMPULSORA DE NEGOCIOS EN INTERNET, S.A. DE C.V.",Subdirección de Recursos Materiales,INSTITUTO NACIONAL DE LAS MUJERES," $46,769.72 ",direct,2009-06-23T00:00:00.000Z,," $46,769.72 ",MXN,http://web.compranet.gob.mx:8000/pls/hist/C2InvDirSus.detalle?vv_Cladep=06104&vv_ClaUni=1&vv_NumInv=0107&vv_AnoInv=2009&vv_TipInv=D&vv_NumCon=INMUJERES/141/09&vv_provsino=0,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-06104001-107-09
Exp. 094 Transmisión de Radioteatro Salud Sexual y Reproductiva. Prestación del servicio integral para la organización de congresos seminarios exposiciones convenciones y otros similares así como el traslado de personas.,Inda Productos y Servicios S.A. de C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $25,800.00 ",direct,2013-10-24T00:00:00.000Z,2013-10-25T00:00:00.000Z," $25,800.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/SIMPLIFICADO/078/2013,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FSIMPLIFICADO%2F078%2F2013
Servicio Integral de Organización de Eventos para la celebración de la Primera Reunión Sectorial de Cultura Institucional.,INDAPRODUCTOS Y SERVICIOS S.A. DE C.V.,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $51,250.00 ",direct,2014-04-14T00:00:00.000Z,2014-04-20T00:00:00.000Z," $51,250.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/EVENTOS/013/14,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FEVENTOS%2F013%2F14
INMUJERES/EVENTOS/013/14,INDAPRODUCTOS Y SERVICIOS SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $51,250.00 ",direct,2014-04-14T00:00:00.000Z,2014-04-20T00:00:00.000Z," $51,250.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=387324,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-AA-006HHG001-N40-2014
INMUJERES/SIMPLIFICADO/078/2013,INDAPRODUCTOS Y SERVICIOS SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $25,800.00 ",direct,2013-10-24T00:00:00.000Z,2013-10-25T00:00:00.000Z," $25,800.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=319198,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N173-2013
ADQUISICIÓN DE LA PUBLICACIÓN MUJERES Y HOMBRES EN MÉXICO DÉCIMA SEGUNDA EDICIÓN.,INEGI,DIRECCION GRAL DE EVALUACION Y DESARROLLO ESTADISTICO,INSTITUTO NACIONAL DE LAS MUJERES," $99,896.16 ",direct,2008-03-19T00:00:00.000Z,2008-03-28T00:00:00.000Z," $99,896.16 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/053/08,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F053%2F08
SERVICIO DE RENOVACION POR DOS MESES CALENDARIO DE 323 MEMNRESIAS DE GOOGLE APPS FOR BUSINESS Y 14 SUITES DE SEGURIDAD,INFORMACIÓM Y ANALISIS EMPRESARIAL S. DE R.L. DE C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $45,832.00 ",direct,2014-08-21T00:00:00.000Z,2014-10-23T00:00:00.000Z," $45,832.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/008/14,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F008%2F14
SIMP/008/14,INFORMACION Y ANALISIS EMPRESARIAL S DE RL DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $45,832.00 ",direct,2014-10-21T00:00:00.000Z,2014-10-23T00:00:00.000Z," $45,832.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=438977,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-AA-006HHG001-N103-2014
Segunda Sesión Extraordinaria de la Junta de Gobierno del Instituto Nacional de las Mujeres Prestación del servicio integral para la organización de congresos seminarios exposiciones convenciones y otros similares asi como el traslado de personas de conformidad con las especificaciones establecidas en el anexo de eventos de este contrato para la celebración del evento.,Innova Convenciones S.A. de C.V.,SECRETARÍA TÉCNICA,INSTITUTO NACIONAL DE LAS MUJERES," $18,165.50 ",direct,2013-01-08T00:00:00.000Z,2013-01-11T00:00:00.000Z," $18,165.50 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/SIMPLIFICADO/001/2013,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FSIMPLIFICADO%2F001%2F2013
